Account_id   ,Account_holder,address_1                              ,address_2                              ,address_3                           ,address_4                           ,postcode,property_reference            ,property_description,liable_from              ,current_rateable_value
71191535,NW UK (2010) PURE OFFICES LTD   ,SUITE 6 OXFORD HOUSE               ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916006,OFFICES AND PREMISES                                        ,21.04.2017               ,4050
71191535,NW UK (2010) PURE OFFICES LTD   ,SUITE 6 OXFORD HOUSE               ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916006,Offices and Premises                                        ,21.04.2017               ,4050
71192820,RISK DECISIONS LTD              ,SUITE 8 OXFORD HOUSE               ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916008,OFFICES AND PREMISES                                        ,27.05.2016               ,3900
71192820,RISK DECISIONS LTD              ,SUITE 8 OXFORD HOUSE               ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916008,Offices and Premises                                        ,27.05.2016               ,3900
71192823,RISK DECISIONS LTD              ,SUITE 9 OXFORD HOUSE               ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916009,OFFICES AND PREMISES                                        ,06.06.2016               ,2850
71192823,RISK DECISIONS LTD              ,SUITE 9 OXFORD HOUSE               ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916009,Offices and Premises                                        ,06.06.2016               ,2850
71192824,RISK DECISIONS LTD              ,SUITE 10 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916010,OFFICES AND PREMISES                                        ,06.06.2016               ,2850
71192824,RISK DECISIONS LTD              ,SUITE 10 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916010,Offices and Premises                                        ,06.06.2016               ,2850
71192822,RISK DECISIONS LTD              ,SUITE 11 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916011,OFFICES AND PREMISES                                        ,27.05.2016               ,3700
71192822,RISK DECISIONS LTD              ,SUITE 11 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916011,Offices and Premises                                        ,27.05.2016               ,3700
71193302,CANAIMA ACCOUNTING (UK) LTD     ,SUITE 12 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916012,OFFICES AND PREMISES                                        ,01.03.2017               ,2650
71193302,CANAIMA ACCOUNTING (UK) LTD     ,SUITE 12 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916012,Offices and Premises                                        ,01.03.2017               ,2650
71191346,NW UK (2010) PURE OFFICES LTD   ,RECEPTION OXFORD HOUSE             ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916013,OFFICES AND PREMISES                                        ,01.09.2013               ,15500
71191346,NW UK (2010) PURE OFFICES LTD   ,RECEPTION OXFORD HOUSE             ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916013,Offices and Premises                                        ,01.09.2013               ,15500
71193583,SPECIAL SEVEN LIMITED           ,SUITE 14 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916014,OFFICES AND PREMISES                                        ,01.06.2017               ,2600
71193583,SPECIAL SEVEN LIMITED           ,SUITE 14 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916014,Offices and Premises                                        ,01.06.2017               ,2600
71192043,TIAA LIMITED                    ,SUITE 18 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916018,OFFICES AND PREMISES                                        ,01.04.2015               ,1975
71192043,TIAA LIMITED                    ,SUITE 18 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916018,Offices and Premises                                        ,01.04.2015               ,1975
71191977,B-LINE BUSINESS SUPPLIES LIMITED,SUITE 19 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916019,OFFICES AND PREMISES                                        ,01.03.2015               ,3000
71191977,B-LINE BUSINESS SUPPLIES LIMITED,SUITE 19 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916019,Offices and Premises                                        ,01.03.2015               ,3000
71193414,BAR SUPPORT LTD                 ,SUITE 20 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916020,OFFICES AND PREMISES                                        ,01.05.2017               ,2700
71193414,BAR SUPPORT LTD                 ,SUITE 20 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916020,Offices and Premises                                        ,01.05.2017               ,2700
71193428,GET RYDE LTD                    ,SUITE 21 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916021,OFFICES AND PREMISES                                        ,03.04.2017               ,1925
71193428,GET RYDE LTD                    ,SUITE 21 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916021,Offices and Premises                                        ,03.04.2017               ,1925
71193470,EXEO ENERGY LTD                 ,SUITE 22 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916022,OFFICES AND PREMISES                                        ,01.03.2017               ,2850
71193470,EXEO ENERGY LTD                 ,SUITE 22 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916022,Offices and Premises                                        ,01.03.2017               ,2850
71193372,MP RESOURCES LTD                ,SUITE 23 OXFORD HOUSE              ,1600 PARKWAY COURT                 ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916023,OFFICES AND PREMISES                                        ,01.03.2017               ,4200
71193372,MP RESOURCES LTD                ,SUITE 23 OXFORD HOUSE              ,1600 PARKWAY COURT                 ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916023,Offices and Premises                                        ,01.03.2017               ,4200
71193475,SCHOOL SPACE LTD                ,SUITE 24 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916024,OFFICES AND PREMISES                                        ,19.06.2017               ,5600
71193475,SCHOOL SPACE LTD                ,SUITE 24 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916024,Offices and Premises                                        ,19.06.2017               ,5600
71191379,CBT OXFORD LTD                  ,SUITE 25 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916025,OFFICES AND PREMISES                                        ,07.10.2013               ,1775
71191379,CBT OXFORD LTD                  ,SUITE 25 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916025,Offices and Premises                                        ,07.10.2013               ,1775
71192989,LONGWALL SECURITY LIMITED       ,SUITE 26 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916026,OFFICES AND PREMISES                                        ,15.09.2016               ,3550
71192989,LONGWALL SECURITY LIMITED       ,SUITE 26 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916026,Offices and Premises                                        ,15.09.2016               ,3550
71193131,SIMPLE COMMUNICATIONS LIMITED   ,SUITE 27 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916027,OFFICES AND PREMISES                                        ,11.11.2016               ,3600
71193131,SIMPLE COMMUNICATIONS LIMITED   ,SUITE 27 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916027,Offices and Premises                                        ,11.11.2016               ,3600
71192955,MODE 7 LIMITED                  ,SUITE 28 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916028,OFFICES AND PREMISES                                        ,27.07.2016               ,3650
71192955,MODE 7 LIMITED                  ,SUITE 28 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916028,Offices and Premises                                        ,27.07.2016               ,3650
71191393,NW UK (2010) PURE OFFICES LTD   ,SUITE 29 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916029,OFFICES AND PREMISES                                        ,30.06.2017               ,3750
71191393,NW UK (2010) PURE OFFICES LTD   ,SUITE 29 OXFORD HOUSE              ,UNIT 1600 PARKWAY COURT            ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2JY ,11263916029,Offices and Premises                                        ,30.06.2017               ,3750
71191585,EUSA PHARMA (EUROPE) LTD        ,FF BLOCK B SPIRES HOUSE 5700       ,OXFORD BUSINESS PARK               ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2RZ ,11263957004,OFFICES AND PREMISES                                        ,21.08.2014               ,103000
71191585,EUSA PHARMA (EUROPE) LTD        ,FF BLOCK B SPIRES HOUSE 5700       ,OXFORD BUSINESS PARK               ,GARSINGTON ROAD                 ,OXFORD                          ,OX4 2RZ ,11263957004,OFFICES AND PREMISES                                        ,21.08.2014               ,103000
71185777,BRITISH TELECOMMUNICATIONS PLC  ,BLOCK A SPIRES HOUSE               ,5700 JOHN SMITH DRIVE              ,OXFORD BUSINESS PARK SOUTH      ,OXFORD                          ,OX4 2RW ,11263957006,OFFICES AND PREMISES                                        ,31.05.2006               ,480000
71185777,BRITISH TELECOMMUNICATIONS PLC  ,BLOCK A SPIRES HOUSE               ,5700 JOHN SMITH DRIVE              ,OXFORD BUSINESS PARK SOUTH      ,OXFORD                          ,OX4 2RW ,11263957006,OFFICES AND PREMISES                                        ,31.05.2006               ,480000
71191586,EUSA PHARMA (EUROPE) LTD        ,GND FLR BLOCK B SPIRES HOUSE       ,5700 JOHN SMITH DRIVE              ,OXFORD BUSINESS PARK SOUTH      ,OXFORD                          ,OX4 2RW ,11263957007,OFFICES AND PREMISES                                        ,21.08.2014               ,103000
71191586,EUSA PHARMA (EUROPE) LTD        ,GND FLR BLOCK B SPIRES HOUSE       ,5700 JOHN SMITH DRIVE              ,OXFORD BUSINESS PARK SOUTH      ,OXFORD                          ,OX4 2RW ,11263957007,OFFICES AND PREMISES                                        ,21.08.2014               ,103000
71186153,NAG LTD                         ,WILKINSON HOUSE SOUTH              ,JORDAN HILL BUSINESS PARK          ,BANBURY ROAD                    ,OXFORD                          ,OX2 6JX ,11264500103,OFFICES AND PREMISES                                        ,01.05.2007               ,200000
71186153,NAG LTD                         ,WILKINSON HOUSE SOUTH              ,JORDAN HILL BUSINESS PARK          ,BANBURY ROAD                    ,OXFORD                          ,OX2 6JX ,11264500103,OFFICES AND PREMISES                                        ,01.05.2007               ,200000
71191440,CAPSTONE GLOBAL LIBRARY LTD     ,PT 1ST FLR LINACRE HOUSE           ,JORDAN HILL BUSINESS PARK          ,BANBURY ROAD                    ,OXFORD                          ,OX2 6JX ,11264500304,OFFICES AND PREMISES                                        ,01.04.2014               ,72000
71191440,CAPSTONE GLOBAL LIBRARY LTD     ,PT 1ST FLR LINACRE HOUSE           ,JORDAN HILL BUSINESS PARK          ,BANBURY ROAD                    ,OXFORD                          ,OX2 6JX ,11264500304,Offices and Premises                                        ,01.04.2014               ,72000
71186344,PEARSON SHARED SERVICES LTD     ,WILKINSON HOUSE & HALLEY COURT     ,JORDAN HILL BUSINESS PARK          ,BANBURY ROAD                    ,OXFORD                          ,OX2 8EJ ,11264500400,OFFICES AND PREMISES                                        ,21.05.2007               ,565000
71186344,PEARSON SHARED SERVICES LTD     ,WILKINSON HOUSE & HALLEY COURT     ,JORDAN HILL BUSINESS PARK          ,BANBURY ROAD                    ,OXFORD                          ,OX2 8EJ ,11264500400,OFFICES AND PREMISES                                        ,21.05.2007               ,565000
71193490,EXECUTIVE ALARMS LTD            ,32 KELBURNE ROAD                   ,OXFORD                             ,                                ,                                ,OX4 3SJ ,11270003200,SHOP AND PREMISES                                           ,01.06.2007               ,4100
71193490,EXECUTIVE ALARMS LTD            ,32 KELBURNE ROAD                   ,OXFORD                             ,                                ,                                ,OX4 3SJ ,11270003200,SHOP AND PREMISES                                           ,01.06.2007               ,4100
70505001,UNICOL ENGINEERING LTD          ,UNICOL ENGINEERING AT GREEN ROAD   ,KILN LANE                          ,HEADINGTON                      ,OXFORD                          ,OX3 8EU ,11275500000,FACTORY OFFICE AND PREMISES                                 ,01.04.1991               ,190000
70505001,UNICOL ENGINEERING LTD          ,UNICOL ENGINEERING AT GREEN ROAD   ,KILN LANE                          ,HEADINGTON                      ,OXFORD                          ,OX3 8EU ,11275500000,FACTORY  OFFICE AND PREMISES                                ,01.04.1991               ,190000
71187619,THE MISSION MEXICON GRILL LTD   ,BST-GND FLR 2                      ,KING EDWARD STREET                 ,OXFORD                          ,                                ,OX1 4HS ,11276500200,SHOP AND PREMISES                                           ,28.05.2009               ,24500
71187619,THE MISSION MEXICON GRILL LTD   ,BST-GND FLR 2                      ,KING EDWARD STREET                 ,OXFORD                          ,                                ,OX1 4HS ,11276500200,SHOP AND PREMISES                                           ,28.05.2009               ,24500
71180835,MAHOGANY DESIGNS LTD            ,2 KING EDWARD STREET               ,OXFORD                             ,                                ,                                ,OX1 4HS ,11276500204,OFFICES AND PREMISES                                        ,01.04.2001               ,19000
71180835,MAHOGANY DESIGNS LTD            ,2 KING EDWARD STREET               ,OXFORD                             ,                                ,                                ,OX1 4HS ,11276500204,OFFICES AND PREMISES                                        ,01.04.2001               ,19000
71193489,TIME & SPACE LIMITED            ,3 KING EDWARD STREET               ,OXFORD                             ,                                ,                                ,OX1 4HS ,11276500300,SHOP AND PREMISES                                           ,08.05.2017               ,33250
71193489,TIME & SPACE LIMITED            ,3 KING EDWARD STREET               ,OXFORD                             ,                                ,                                ,OX1 4HS ,11276500300,SHOP AND PREMISES                                           ,08.05.2017               ,33250
71185803,BREWIN DOLPHIN SECURITIES LTD   ,4 KING EDWARD STREET               ,OXFORD                             ,                                ,                                ,OX1 4HS ,11276500401,OFFICES AND PREMISES                                        ,14.11.2006               ,35250
71185803,BREWIN DOLPHIN SECURITIES LTD   ,4 KING EDWARD STREET               ,OXFORD                             ,                                ,                                ,OX1 4HS ,11276500401,OFFICES AND PREMISES                                        ,14.11.2006               ,35250
71181766,CATALYST HOUSING LTD            ,26 KINGFISHER GREEN                ,BLACKBIRD LEYS                     ,OXFORD                          ,                                ,OX4 5BZ ,11276900260,OFFICES AND PREMISES                                        ,08.03.2001               ,8400
71181766,CATALYST HOUSING LTD            ,26 KINGFISHER GREEN                ,BLACKBIRD LEYS                     ,OXFORD                          ,                                ,OX4 5BZ ,11276900260,OFFICES AND PREMISES                                        ,08.03.2001               ,8400
71189524,OXFORD FLOORING LIMITED         ,165 KINGSTON ROAD                  ,OXFORD                             ,                                ,                                ,OX2 6EG ,11278016500,SHOP AND PREMISES                                           ,01.04.2011               ,10500
71189524,OXFORD FLOORING LIMITED         ,165 KINGSTON ROAD                  ,OXFORD                             ,                                ,                                ,OX2 6EG ,11278016500,SHOP AND PREMISES                                           ,01.04.2011               ,10500
71191036,SECOND SPRING OXFORD LTD        ,1ST FLR 6A KING STREET             ,OXFORD                             ,                                ,                                ,OX2 6DF ,11278500602,STORE OFFICE & PREMISES                                     ,01.01.2014               ,3150
71191036,SECOND SPRING OXFORD LTD        ,1ST FLR 6A KING STREET             ,OXFORD                             ,                                ,                                ,OX2 6DF ,11278500602,STORE OFFICE & PREMISES                                     ,01.01.2014               ,3150
71192039,DELTEYS CHATEAUTREE LTD         ,R/O SHOPPING CENTRE                ,KNIGHTS ROAD                       ,OXFORD                          ,                                ,OX4 6DA ,11279500001,WORKSHOP AND PREMISES                                       ,05.08.2012               ,1700
71192039,DELTEYS CHATEAUTREE LTD         ,R/O SHOPPING CENTRE                ,KNIGHTS ROAD                       ,OXFORD                          ,                                ,OX4 6DA ,11279500001,WORKSHOP AND PREMISES                                       ,05.08.2012               ,1700
71189894,SWORD FOOD LTD                  ,11 KNIGHTS ROAD                    ,OXFORD                             ,                                ,                                ,OX4 6HU ,11279501100,SHOP AND PREMISES                                           ,28.05.2012               ,6800
71189894,SWORD FOOD LTD                  ,11 KNIGHTS ROAD                    ,OXFORD                             ,                                ,                                ,OX4 6HU ,11279501100,SHOP AND PREMISES                                           ,28.05.2012               ,6800
71188894,VODAFONE LTD                    ,VODAFONE SITE REF (CS3092)         ,WINDRUSH TOWER                     ,KNIGHTS ROAD                    ,OXFORD                          ,OX4 6HU ,11279503092,COMMUNICATION STATION AND PREMISES                          ,01.04.2005               ,12250
71188894,VODAFONE LTD                    ,VODAFONE SITE REF (CS3092)         ,WINDRUSH TOWER                     ,KNIGHTS ROAD                    ,OXFORD                          ,OX4 6HU ,11279503092,Communication Station and Premises                          ,01.04.2005               ,12250
71081921,MUTUAL CLOTHING & SUPPLY CO LTD ,2 KNOLLES ROAD                     ,OXFORD                             ,                                ,                                ,OX4 3HT ,11280000200,OFFICES AND PREMISES                                        ,03.08.1999               ,25250
71081921,MUTUAL CLOTHING & SUPPLY CO LTD ,2 KNOLLES ROAD                     ,OXFORD                             ,                                ,                                ,OX4 3HT ,11280000200,OFFICES AND PREMISES                                        ,03.08.1999               ,25250
71190454,NHS PROPERTY SERVICES LTD       ,SOUTH OXFORD HEALTH CENTRE         ,LAKE STREET                        ,OXFORD                          ,                                ,OX1 4RP ,11284500000,HEALTH CENTRE AND PREMISES                                  ,01.04.2013               ,9100
71190454,NHS PROPERTY SERVICES LTD       ,SOUTH OXFORD HEALTH CENTRE         ,LAKE STREET                        ,OXFORD                          ,                                ,OX1 4RP ,11284500000,HEALTH CENTRE AND PREMISES                                  ,01.04.2013               ,9100
71191261,HALFORDS LTD                    ,UNIT B MEADOWSIDE RETAIL PARK      ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0FE ,11285000001,RETAIL WAREHOUSE AND PREMISES                               ,11.01.2013               ,177000
71191261,HALFORDS LTD                    ,UNIT B MEADOWSIDE RETAIL PARK      ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0FE ,11285000001,Retail Warehouse and Premises                               ,11.01.2013               ,177000
71190816,WREN KITCHENS LIMITED           ,UNIT 2B LAMARSH ROAD               ,OXFORD                             ,                                ,                                ,OX2 0HA ,11285000003,RETAIL WAREHOUSE AND PREMISES                               ,28.06.2013               ,320000
71190816,WREN KITCHENS LIMITED           ,UNIT 2B LAMARSH ROAD               ,OXFORD                             ,                                ,                                ,OX2 0HA ,11285000003,RETAIL WAREHOUSE AND PREMISES                               ,28.06.2013               ,320000
71190143,HOBBYCRAFT LIMITED              ,UNIT A MEADOWSIDE RETAIL PARK      ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0FE ,1128500000A        ,RETAIL WAREHOUSE AND PREMISES                               ,02.08.2012               ,191000
71190143,HOBBYCRAFT LIMITED              ,UNIT A MEADOWSIDE RETAIL PARK      ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0FE ,1128500000A        ,Retail Warehouse and Premises                               ,02.08.2012               ,191000
71190144,DUNELM (SOFT FURNISHING) LTD    ,UNIT C MEADOWSIDE RETAIL PARK      ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0FE ,1128500000B        ,RETAIL WAREHOUSE AND PREMISES                               ,09.08.2012               ,482500
71190144,DUNELM (SOFT FURNISHING) LTD    ,UNIT C MEADOWSIDE RETAIL PARK      ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0FE ,1128500000B        ,Retail Warehouse and Premises                               ,09.08.2012               ,482500
71187710,PETS AT HOME LTD                ,PETS AT HOME                       ,UNIT 2C LAMARSH ROAD               ,OXFORD                          ,                                ,OX2 0HA ,1128500002A        ,RETAIL WAREHOUSE AND PREMISES                               ,17.08.2009               ,250000
71187710,PETS AT HOME LTD                ,PETS AT HOME                       ,UNIT 2C LAMARSH ROAD               ,OXFORD                          ,                                ,OX2 0HA ,1128500002A        ,RETAIL WAREHOUSE AND PREMISES                               ,17.08.2009               ,250000
71185759,MULTIYORK FURNITURE LTD         ,2B LAMARSH ROAD                    ,OXFORD                             ,                                ,                                ,OX2 0HA ,1128500002B        ,RETAIL WAREHOUSE AND PREMISES                               ,13.01.2007               ,105000
71185759,MULTIYORK FURNITURE LTD         ,2B LAMARSH ROAD                    ,OXFORD                             ,                                ,                                ,OX2 0HA ,1128500002B        ,RETAIL WAREHOUSE AND PREMISES                               ,13.01.2007               ,105000
71185760,MAPLIN ELECTRONICS LTD          ,MAPLIN ELECTRONICS LTD             ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0HA ,1128500002C        ,RETAIL WAREHOUSE AND PREMISES                               ,30.06.2006               ,94000
71185760,MAPLIN ELECTRONICS LTD          ,MAPLIN ELECTRONICS LTD             ,LAMARSH ROAD                       ,OXFORD                          ,                                ,OX2 0HA ,1128500002C        ,RETAIL WAREHOUSE AND PREMISES                               ,30.06.2006               ,94000
71182155,DIXONS RETAIL PLC               ,UNIT 1 LAMARSH ROAD                ,OXFORD                             ,                                ,                                ,OX2 0QR ,11285000101,RETAIL WAREHOUSE AND PREMISES                               ,25.01.2002               ,645000
71182155,DIXONS RETAIL PLC               ,UNIT 1 LAMARSH ROAD                ,OXFORD                             ,                                ,                                ,OX2 0QR ,11285000101,RETAIL WAREHOUSE AND PREMISES                               ,25.01.2002               ,645000
70809151,HARVEYS FURNISHING GROUP LTD    ,UNIT 1A LAMARSH ROAD               ,OXFORD                             ,                                ,                                ,OX2 0QR ,11285000102,RETAIL WAREHOUSE AND PREMISES                               ,27.07.1995               ,182000
70809151,HARVEYS FURNISHING GROUP LTD    ,UNIT 1A LAMARSH ROAD               ,OXFORD                             ,                                ,                                ,OX2 0QR ,11285000102,RETAIL WAREHOUSE AND PREMISES                               ,27.07.1995               ,182000
70170751,JEWSON LTD                      ,3 LAMARSH ROAD                     ,OXFORD                             ,                                ,                                ,OX2 0HY ,11285000301,RETAIL WAREHOUSE AND PREMISES                               ,01.04.1991               ,402500
70170751,JEWSON LTD                      ,3 LAMARSH ROAD                     ,OXFORD                             ,                                ,                                ,OX2 0HY ,11285000301,RETAIL WAREHOUSE AND PREMISES                               ,01.04.1991               ,402500
70171181,CLEARWATER SWIMMING POOLS LTD   ,81 LANGLEY CLOSE                   ,HEADINGTON                         ,OXFORD                          ,                                ,OX3 7DB ,11286007901,STORE AND PREMISES                                          ,01.04.1991               ,6400
70171181,CLEARWATER SWIMMING POOLS LTD   ,81 LANGLEY CLOSE                   ,HEADINGTON                         ,OXFORD                          ,                                ,OX3 7DB ,11286007901,STORE AND PREMISES                                          ,01.04.1991               ,6400
71191077,ESKMUIR PROPERTIES LTD          ,UNITS 1-2 LEDGERS CLOSE            ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000302,FACTORY AND PREMISES                                        ,25.12.2013               ,135000
71191077,ESKMUIR PROPERTIES LTD          ,UNITS 1-2 LEDGERS CLOSE            ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000302,FACTORY AND PREMISES                                        ,25.12.2013               ,135000
70508041,FRENCO SERVICE REPLACEMENTS LTD ,UNIT 4 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JJ ,11290000400,WAREHOUSE AND PREMISES                                      ,01.04.1991               ,29500
70508041,FRENCO SERVICE REPLACEMENTS LTD ,UNIT 4 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JJ ,11290000400,WAREHOUSE AND PREMISES                                      ,01.04.1991               ,29500
71185635,TRANS-GLOBAL SPORTS LTD         ,UNIT 5 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000500,WAREHOUSE OFFICE AND PREMISES                               ,24.08.2006               ,28250
71185635,TRANS-GLOBAL SPORTS LTD         ,UNIT 5 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000500,WAREHOUSE  OFFICE AND PREMISES                              ,24.08.2006               ,28250
71192964,KALSI PLASTICS (UK) LTD         ,UNIT 6 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JJ ,11290000600,WORKSHOP AND PREMISES                                       ,05.07.2016               ,28000
71192964,KALSI PLASTICS (UK) LTD         ,UNIT 6 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JJ ,11290000600,WORKSHOP AND PREMISES                                       ,05.07.2016               ,28000
71193155,ESKMUIR PROPERTIES LIMITED      ,UNIT 7 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 4JS ,11290000700,FACTORY AND PREMISES                                        ,24.12.2016               ,33000
71193155,ESKMUIR PROPERTIES LIMITED      ,UNIT 7 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 4JS ,11290000700,FACTORY AND PREMISES                                        ,24.12.2016               ,33000
71192019,PAMPEANO LTD                    ,UNIT 8 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000800,WAREHOUSE AND PREMISES                                      ,01.04.2015               ,28250
71192019,PAMPEANO LTD                    ,UNIT 8 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000800,WAREHOUSE AND PREMISES                                      ,01.04.2015               ,28250
71184392,TLC (SOUTHERN) LTD              ,UNIT 9 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000900,WORKSHOP AND PREMISES                                       ,06.08.2004               ,44250
71184392,TLC (SOUTHERN) LTD              ,UNIT 9 LEDGERS CLOSE               ,SANDY LANE WEST                    ,LITTLEMORE                      ,OXFORD                          ,OX4 6JS ,11290000900,WORKSHOP AND PREMISES                                       ,06.08.2004               ,44250
