Accident Index,Timestamp,Year,severity,Casualties,Number of Casualties,Number of Vehicles,url,apiUrl,Latitude,Longitude
201243P163022,"2:12pm, 19th February 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P163022/,https://api.cyclestreets.net/v2/collisions.location?id=201243P163022,51.760414,-1.235803
201243P167102,"12:07pm, 17th October 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P167102/,https://api.cyclestreets.net/v2/collisions.location?id=201243P167102,51.751494,-1.246964
201243P168102,"7:10pm, 11th October 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P168102/,https://api.cyclestreets.net/v2/collisions.location?id=201243P168102,51.726441,-1.224359
201243P170122,"7:27am, 15th December 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P170122/,https://api.cyclestreets.net/v2/collisions.location?id=201243P170122,51.720807,-1.202161
201243P172122,"6:45am, 16th December 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P172122/,https://api.cyclestreets.net/v2/collisions.location?id=201243P172122,51.766987,-1.265545
201243P177092,"5:00pm, 18th September 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P177092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P177092,51.722083,-1.2046
201243P179032,"4:40pm, 3rd March 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P179032/,https://api.cyclestreets.net/v2/collisions.location?id=201243P179032,51.75204,-1.247969
201243P183012,"2:30pm, 23rd January 2012",2012,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201243P183012/,https://api.cyclestreets.net/v2/collisions.location?id=201243P183012,51.755384,-1.222994
201243P185112,"7:30pm, 19th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P185112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P185112,51.742184,-1.239297
201243P187012,"8:20am, 19th January 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P187012/,https://api.cyclestreets.net/v2/collisions.location?id=201243P187012,51.741917,-1.225977
201243P187052,"9:10am, 22nd May 2012",2012,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201243P187052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P187052,51.749398,-1.256704
201243P187092,"5:37pm, 20th September 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P187092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P187092,51.732898,-1.249445
201243P191062,"2:05pm, 17th June 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P191062/,https://api.cyclestreets.net/v2/collisions.location?id=201243P191062,51.739918,-1.222825
201243P192092,"8:12pm, 19th September 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P192092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P192092,51.732771,-1.229898
201243P193032,"1:50am, 18th March 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P193032/,https://api.cyclestreets.net/v2/collisions.location?id=201243P193032,51.748662,-1.240058
201243P196022,"7:35pm, 16th February 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P196022/,https://api.cyclestreets.net/v2/collisions.location?id=201243P196022,51.760975,-1.267526
201243P201022,"3:20pm, 22nd February 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P201022/,https://api.cyclestreets.net/v2/collisions.location?id=201243P201022,51.753579,-1.263734
201243P202012,"6:45am, 24th January 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P202012/,https://api.cyclestreets.net/v2/collisions.location?id=201243P202012,51.788057,-1.270277
201243P206112,"11:31pm, 20th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P206112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P206112,51.745699,-1.240687
201243P208012,"7:30am, 24th January 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P208012/,https://api.cyclestreets.net/v2/collisions.location?id=201243P208012,51.7816,-1.272991
201243P208112,"7:30pm, 20th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P208112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P208112,51.75928,-1.213944
201243P209082,"6:15pm, 22nd August 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P209082/,https://api.cyclestreets.net/v2/collisions.location?id=201243P209082,51.762083,-1.202883
201243P210102,"7:03am, 19th October 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P210102/,https://api.cyclestreets.net/v2/collisions.location?id=201243P210102,51.732861,-1.229897
201243P211022,"3:50pm, 15th February 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P211022/,https://api.cyclestreets.net/v2/collisions.location?id=201243P211022,51.752322,-1.278531
201243P211112,"2:49pm, 11th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P211112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P211112,51.764721,-1.234426
201243P216022,"11:00am, 23rd February 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P216022/,https://api.cyclestreets.net/v2/collisions.location?id=201243P216022,51.757149,-1.259619
201243P216042,"8:40am, 25th April 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P216042/,https://api.cyclestreets.net/v2/collisions.location?id=201243P216042,51.762082,-1.202738
201243P217092,"6:17pm, 20th September 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P217092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P217092,51.757871,-1.260042
201243P220032,"4:25pm, 21st March 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P220032/,https://api.cyclestreets.net/v2/collisions.location?id=201243P220032,51.748319,-1.256577
201243P221062,"2:16pm, 20th June 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P221062/,https://api.cyclestreets.net/v2/collisions.location?id=201243P221062,51.748049,-1.228624
201243P224052,"6:00pm, 26th May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P224052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P224052,51.74431,-1.234482
201243P231112,"4:04pm, 16th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P231112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P231112,51.763404,-1.225609
201243P234052,"11:07am, 23rd May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P234052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P234052,51.738463,-1.220388
201243P238082,"9:05pm, 27th August 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P238082/,https://api.cyclestreets.net/v2/collisions.location?id=201243P238082,51.750164,-1.235831
201243P241012,"1:15pm, 26th January 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P241012/,https://api.cyclestreets.net/v2/collisions.location?id=201243P241012,51.757578,-1.25628
201243P241062,"3:30pm, 21st June 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P241062/,https://api.cyclestreets.net/v2/collisions.location?id=201243P241062,51.752632,-1.28519
201243P245042,"8:50am, 27th April 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P245042/,https://api.cyclestreets.net/v2/collisions.location?id=201243P245042,51.762033,-1.235921
201243P245112,"8:20am, 22nd November 2012",2012,slight,Cyclist,1,1,https://www.cyclestreets.net/collisions/reports/201243P245112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P245112,51.762929,-1.263582
201243P247092,"2:45pm, 24th September 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P247092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P247092,51.749859,-1.244383
201243P250072,"5:44pm, 23rd July 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P250072/,https://api.cyclestreets.net/v2/collisions.location?id=201243P250072,51.724377,-1.224973
201243P253092,"12:40pm, 26th September 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P253092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P253092,51.756792,-1.259915
201243P257112,"9:08am, 23rd November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P257112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P257112,51.752383,-1.273894
201243P264082,"10:09am, 30th August 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P264082/,https://api.cyclestreets.net/v2/collisions.location?id=201243P264082,51.750948,-1.245959
201243P269062,"4:35pm, 27th June 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P269062/,https://api.cyclestreets.net/v2/collisions.location?id=201243P269062,51.774375,-1.267889
201243P271082,"8:47am, 30th August 2012",2012,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201243P271082/,https://api.cyclestreets.net/v2/collisions.location?id=201243P271082,51.763298,-1.196341
201243P273082,"10:19am, 30th August 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P273082/,https://api.cyclestreets.net/v2/collisions.location?id=201243P273082,51.751201,-1.257399
201243P274012,"7:50am, 31st January 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P274012/,https://api.cyclestreets.net/v2/collisions.location?id=201243P274012,51.760161,-1.211175
201243P276102,"5:35pm, 25th October 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P276102/,https://api.cyclestreets.net/v2/collisions.location?id=201243P276102,51.765886,-1.233827
201243P278092,"11:35am, 29th September 2012",2012,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201243P278092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P278092,51.774284,-1.267745
201243P280092,"8:54am, 25th September 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P280092/,https://api.cyclestreets.net/v2/collisions.location?id=201243P280092,51.758839,-1.215111
201243P283072,"8:50am, 25th July 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P283072/,https://api.cyclestreets.net/v2/collisions.location?id=201243P283072,51.765263,-1.207754
201243P284042,"4:10pm, 20th April 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P284042/,https://api.cyclestreets.net/v2/collisions.location?id=201243P284042,51.748387,-1.239193
201243P285052,"5:27pm, 30th May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P285052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P285052,51.740971,-1.23251
201243P290052,"9:30am, 26th May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P290052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P290052,51.775971,-1.264384
201243P293072,"4:15pm, 26th July 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P293072/,https://api.cyclestreets.net/v2/collisions.location?id=201243P293072,51.76471,-1.260945
201243P295022,"6:30pm, 27th February 2012",2012,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201243P295022/,https://api.cyclestreets.net/v2/collisions.location?id=201243P295022,51.760596,-1.208994
201243P297052,"8:15am, 30th May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P297052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P297052,51.750122,-1.24322
201243P298032,"4:45pm, 31st March 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P298032/,https://api.cyclestreets.net/v2/collisions.location?id=201243P298032,51.756251,-1.259779
201243P299052,"8:45pm, 29th May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P299052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P299052,51.743777,-1.23536
201243P299102,"9:30am, 26th October 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P299102/,https://api.cyclestreets.net/v2/collisions.location?id=201243P299102,51.733607,-1.220326
201243P302072,"4:52pm, 28th July 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P302072/,https://api.cyclestreets.net/v2/collisions.location?id=201243P302072,51.752908,-1.2862
201243P306112,"8:18am, 5th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P306112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P306112,51.779126,-1.265638
201243P313072,"1:44pm, 28th July 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P313072/,https://api.cyclestreets.net/v2/collisions.location?id=201243P313072,51.75195,-1.24797
201243P313112,"7:50am, 28th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P313112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P313112,51.751949,-1.247825
201243P316062,"4:50pm, 29th June 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P316062/,https://api.cyclestreets.net/v2/collisions.location?id=201243P316062,51.764396,-1.212551
201243P317102,"12:30pm, 30th October 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P317102/,https://api.cyclestreets.net/v2/collisions.location?id=201243P317102,51.750631,-1.224814
201243P321072,"4:49pm, 23rd July 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P321072/,https://api.cyclestreets.net/v2/collisions.location?id=201243P321072,51.735691,-1.20914
201243P325052,"8:15am, 23rd May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P325052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P325052,51.766528,-1.235845
201243P328052,"12:49pm, 13th May 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P328052/,https://api.cyclestreets.net/v2/collisions.location?id=201243P328052,51.756159,-1.259491
201243P329122,"9:00pm, 28th December 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P329122/,https://api.cyclestreets.net/v2/collisions.location?id=201243P329122,51.735146,-1.221893
201243P334122,"6:18pm, 8th December 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P334122/,https://api.cyclestreets.net/v2/collisions.location?id=201243P334122,51.749857,-1.244094
201243P346112,"11:14am, 30th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P346112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P346112,51.725246,-1.22047
201243P354102,"1:42pm, 25th October 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P354102/,https://api.cyclestreets.net/v2/collisions.location?id=201243P354102,51.726518,-1.19569
201243P360112,"6:10am, 30th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P360112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P360112,51.732164,-1.219627
201243P363072,"10:30am, 10th July 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P363072/,https://api.cyclestreets.net/v2/collisions.location?id=201243P363072,51.74263,-1.238855
201243P372112,"6:20pm, 27th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P372112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P372112,51.753262,-1.256351
201243P373112,"6:33am, 9th November 2012",2012,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201243P373112/,https://api.cyclestreets.net/v2/collisions.location?id=201243P373112,51.73801,-1.219816
201143P008111,"5:05pm, 2nd November 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P008111/,https://api.cyclestreets.net/v2/collisions.location?id=201143P008111,51.750036,-1.243946
201143P009071,"8:00am, 1st July 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P009071/,https://api.cyclestreets.net/v2/collisions.location?id=201143P009071,51.7674,-1.231628
201143P010051,"9:38am, 4th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P010051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P010051,51.761827,-1.259978
201143P014031,"7:49pm, 4th March 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P014031/,https://api.cyclestreets.net/v2/collisions.location?id=201143P014031,51.747193,-1.235302
201143P017041,"2:47pm, 3rd April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P017041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P017041,51.78586,-1.278576
201143P019051,"4:59pm, 5th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P019051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P019051,51.745731,-1.231706
201143P021011,"6:25pm, 4th January 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P021011/,https://api.cyclestreets.net/v2/collisions.location?id=201143P021011,51.744819,-1.229693
201143P026081,"10:30am, 4th August 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P026081/,https://api.cyclestreets.net/v2/collisions.location?id=201143P026081,51.755003,-1.261538
201143P029041,"8:45am, 3rd April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P029041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P029041,51.750218,-1.244232
201143P030061,"7:30pm, 6th June 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P030061/,https://api.cyclestreets.net/v2/collisions.location?id=201143P030061,51.717635,-1.198453
201143P032121,"5:25pm, 2nd December 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P032121/,https://api.cyclestreets.net/v2/collisions.location?id=201143P032121,51.748244,-1.259041
201143P035061,"4:42pm, 4th June 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P035061/,https://api.cyclestreets.net/v2/collisions.location?id=201143P035061,51.761473,-1.205646
201143P039011,"11:00am, 6th January 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P039011/,https://api.cyclestreets.net/v2/collisions.location?id=201143P039011,51.749309,-1.242654
201143P041121,"6:15pm, 4th December 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P041121/,https://api.cyclestreets.net/v2/collisions.location?id=201143P041121,51.783367,-1.268033
201143P042081,"2:12pm, 5th August 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P042081/,https://api.cyclestreets.net/v2/collisions.location?id=201143P042081,51.752703,-1.267515
201143P046051,"4:14pm, 6th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P046051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P046051,51.752319,-1.249413
201143P047011,"11:10am, 10th January 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P047011/,https://api.cyclestreets.net/v2/collisions.location?id=201143P047011,51.752263,-1.254774
201143P047021,"4:55pm, 8th February 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P047021/,https://api.cyclestreets.net/v2/collisions.location?id=201143P047021,51.761828,-1.260122
201143P049031,"8:49am, 9th March 2011",2011,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201143P049031/,https://api.cyclestreets.net/v2/collisions.location?id=201143P049031,51.783277,-1.268035
201143P056061,"1:43pm, 5th June 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P056061/,https://api.cyclestreets.net/v2/collisions.location?id=201143P056061,51.75292,-1.288228
201143P059041,"9:42am, 7th April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P059041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P059041,51.749768,-1.24424
201143P065051,"9:00pm, 9th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P065051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P065051,51.752006,-1.256806
201143P065071,"8:35am, 7th July 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P065071/,https://api.cyclestreets.net/v2/collisions.location?id=201143P065071,51.714791,-1.190108
201143P066111,"8:51am, 8th November 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P066111/,https://api.cyclestreets.net/v2/collisions.location?id=201143P066111,51.721099,-1.24631
201143P067051,"3:13pm, 9th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P067051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P067051,51.752224,-1.248545
201143P069071,"8:50am, 11th July 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P069071/,https://api.cyclestreets.net/v2/collisions.location?id=201143P069071,51.788327,-1.270418
201143P074111,"7:42pm, 8th November 2011",2011,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201143P074111/,https://api.cyclestreets.net/v2/collisions.location?id=201143P074111,51.74549,-1.236055
201143P080111,"11:11am, 7th November 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P080111/,https://api.cyclestreets.net/v2/collisions.location?id=201143P080111,51.751403,-1.24682
201143P081011,"4:57pm, 12th January 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P081011/,https://api.cyclestreets.net/v2/collisions.location?id=201143P081011,51.731282,-1.249906
201143P083051,"12:15pm, 11th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P083051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P083051,51.74634,-1.256465
201143P083121,"9:07am, 9th December 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P083121/,https://api.cyclestreets.net/v2/collisions.location?id=201143P083121,51.735811,-1.240997
201143P089081,"4:54pm, 4th August 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P089081/,https://api.cyclestreets.net/v2/collisions.location?id=201143P089081,51.737011,-1.218385
201143P094071,"7:24am, 7th July 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P094071/,https://api.cyclestreets.net/v2/collisions.location?id=201143P094071,51.737489,-1.236335
201143P096041,"9:19pm, 1st April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P096041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P096041,51.748111,-1.238184
201143P098011,"5:15pm, 13th January 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P098011/,https://api.cyclestreets.net/v2/collisions.location?id=201143P098011,51.767944,-1.232343
201143P100091,"6:57am, 10th September 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P100091/,https://api.cyclestreets.net/v2/collisions.location?id=201143P100091,51.759368,-1.213652
201143P101041,"7:00pm, 6th April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P101041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P101041,51.753223,-1.293728
201143P102021,"8:30pm, 8th February 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P102021/,https://api.cyclestreets.net/v2/collisions.location?id=201143P102021,51.784528,-1.281352
201143P105021,"5:15pm, 13th February 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P105021/,https://api.cyclestreets.net/v2/collisions.location?id=201143P105021,51.752383,-1.273894
201143P105041,"3:20pm, 6th April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P105041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P105041,51.755682,-1.255007
201143P107101,"10:38pm, 11th October 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P107101/,https://api.cyclestreets.net/v2/collisions.location?id=201143P107101,51.757577,-1.256135
201143P119061,"9:00am, 14th June 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P119061/,https://api.cyclestreets.net/v2/collisions.location?id=201143P119061,51.745731,-1.231706
201143P121081,"12:30pm, 13th August 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P121081/,https://api.cyclestreets.net/v2/collisions.location?id=201143P121081,51.759875,-1.235957
201143P133041,"12:05am, 7th April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P133041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P133041,51.749856,-1.243949
201143P135041,"6:30pm, 12th April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P135041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P135041,51.723239,-1.229626
201143P140101,"7:30pm, 15th October 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P140101/,https://api.cyclestreets.net/v2/collisions.location?id=201143P140101,51.721168,-1.202299
201143P141101,"9:50am, 14th October 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P141101/,https://api.cyclestreets.net/v2/collisions.location?id=201143P141101,51.737011,-1.218385
201143P142031,"8:53am, 7th March 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P142031/,https://api.cyclestreets.net/v2/collisions.location?id=201143P142031,51.762082,-1.202738
201143P148051,"7:00pm, 16th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P148051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P148051,51.741917,-1.225977
201143P152041,"7:10am, 11th April 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P152041/,https://api.cyclestreets.net/v2/collisions.location?id=201143P152041,51.732437,-1.206735
201143P154011,"3:20pm, 18th January 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P154011/,https://api.cyclestreets.net/v2/collisions.location?id=201143P154011,51.771285,-1.262721
201143P154071,"7:17pm, 4th July 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P154071/,https://api.cyclestreets.net/v2/collisions.location?id=201143P154071,51.752675,-1.23492
201143P156061,"7:50am, 20th June 2011",2011,slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201143P156061/,https://api.cyclestreets.net/v2/collisions.location?id=201143P156061,51.762421,-1.199689
201143P158021,"11:30pm, 18th February 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P158021/,https://api.cyclestreets.net/v2/collisions.location?id=201143P158021,51.749857,-1.244094
201143P163051,"5:30pm, 15th May 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P163051/,https://api.cyclestreets.net/v2/collisions.location?id=201143P163051,51.71479,-1.189963
201143P182081,"9:00am, 19th August 2011",2011,slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201143P182081/,https://api.cyclestreets.net/v2/collisions.location?id=201143P182081,51.727332,-1.20972
